Company,Job Title,Description
Amazon,IT Support Engineer I,"About the job
Job Summary

DESCRIPTION

About OpsTech IT

Operations is at the heart of Amazon’s business. We are known for our speed, accuracy, and exceptional service. Our buildings deliver tens of thousands of products to hundreds of countries worldwide, every day. OpsTech IT provides nonstop global IT support to Amazon Operations as a vital piece to the puzzle. We are looking for self-motivated individuals to take on new challenges and motivate teams in fostering solutions to the hurdles we face. Together, we take ownership for what we do — whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations facility, or delighting our customers by delivering packages directly to them.



As an IT Support Engineer I, you will use your knowledge and specialized skills to implement technical solutions and provide high quality support for computer hardware, operating systems, or enterprise application software. You are able to determine when it is appropriate to deviate from a standard practice to accomplish the desired result. You can troubleshoot and solve straightforward problems that do not have defined SOPs.

What Do We Offer?

Amazon offers competitive compensation packages including comprehensive healthcare benefits starting on Day 1, matching 401(k) program, and up to 20 weeks of paid parental leave. But wait there’s more: we don’t wear suits and ties! Come as you are because jeans, t-shirts, sneakers and sometimes a neon safety vest will be your daily outfit.






1+ years IT experience with client, server, and network service delivery

2+ years or experience with networking concepts such as DNS, DHCP, SSL, OSI Model, and TCP/IP

High School or equivalent diploma

2+ years of experience of troubleshooting in a multi-user high availability environment

2+ Years of experience in a professional environment

2+ years of experience in PC repair, troubleshooting, deployment, and liquidation

Must have one of the following certifications: CompTIA A+, CompTIA Network+, Cisco/CCNA, Linux (Redhat), Microsoft hardware (installation), AWS, or other industry relevant certifications

Up to 60% regional travel

Valid state driver’s license



Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Prime Now LLC

Job ID: A2153828"
Amazon,"Executive Assistant, Alexa AI Information","About the job
Job Summary

DESCRIPTION

Alexa AI is seeking an experienced executive assistant who wants to support the VP of Information in a in a fast-paced, exciting, and growing organization.

The ideal candidate will act as a seamless extension the VP, and will work closely with our leadership team and Executive Assistants throughout Alexa. The ideal candidate will be a detail oriented, experienced planner, with the demonstrated ability to respond effectively and efficiently while maintaining flexibility and composure.

The individual in this role must understand business priorities, demonstrate the ability to proactively anticipate needs, and drive improvements to build capacity for the leadership team. A high level of integrity and discretion in handling confidential information as well as professionalism in dealing with senior executives inside and outside of the company is critical.

The successful candidate will possess the ability to complete complex tasks quickly autonomously, react with appropriate urgency to situations that require a quick turnaround, and take effective action without having to know the whole picture. The ideal candidate must be able to work successfully in a team environment, and build effective working relationships inside and outside the group.

Key job responsibilities

A day in the life

This position will work closely with other Executive Assistants and Administrative Assistants throughout Amazon. A high level of integrity and discretion in handling confidential information and professionalism in dealing with senior professionals inside and outside the company is imperative. In addition, exceptional written and oral communication skills, high attention to detail, bias for action, detailed planning, time management and organizational skills are required.



The Amazon Alexa team focuses on bringing user-delighting, voice-activated experiences to Amazon customers. The Alexa team first began with the development of Amazon Echo, a new category of device designed entirely around your voice. It's always ready, connected, and fast — just ask for information, music, news, weather, and more. Echo begins working as soon as it detects the wake word.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2139787"
Amazon,IT Support Associate II,"About the job
Job Summary

DESCRIPTION

Operations is at the heart of Amazon’s business. We are known for our speed, accuracy, and exceptional service. Our buildings

deliver tens of thousands of products to hundreds of countries worldwide, every day. Operations Technology Solutions provides nonstop global IT

support to Amazon Operations as a vital piece to the puzzle. We are looking for self-motivated individuals to take on new

challenges and motivate teams in fostering solutions to the hurdles we face. Together, we take ownership for what we do —

whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations facility, or

delighting our customers by delivering packages directly to them.



As an IT Support Associate II, you will use your skills to support the operations team in resolving technical problems within an

Amazon Operations facility that span across a multitude of technical disciplines. We are committed to improvement; you will

be encouraged to participate in career development opportunities as presented to progress your career at Amazon.

What Do We Offer?

Amazon offers competitive compensation packages including comprehensive healthcare benefits starting on Day 1, matching

401(k) program, and up to 20 weeks of paid parental leave. But wait, there’s more: we don’t wear suits and ties! Come as you

are because jeans, t-shirts, and sometimes a neon safety vest will be your daily outfit.

Key job responsibilities



Allocating, maintaining, and troubleshooting of IT equipment used in Amazon Operations facilities.



Handling support requests and procedures across the network.



Assisting in training new hires.



Continuous learning of new technologies.



Supporting customers from multiple buildings in the area, as well as remote customers.



Moving up to 49lbs as well as standing and walking for shifts lasting up to 12 hours.




High school or equivalent diploma

1+ year of practice in the set up and installation of computer and networking equipment in a professional environment

1+ year maintaining laser printers

1+ year experience with Cisco/networking and either Linux and/or Microsoft




A+, Network +, or other IT industry standard certifications

Experience troubleshooting integrated and interdependent computer systems

Experience maintaining zebra thermal printers, troubleshooting thin clients, PCs, scanners, and portable handheld terminals

Ability to prioritize work based on department and production objectives

Service Management, Project Management, and Inventory Management skills

Excellent written and verbal communication skills

Ability to work, prioritize and make decisions independently in a fast-paced production environment

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2145124"
Amazon,"Amazon Fresh Store Associate - Northridge, CA","About the job
Description

Pay starts at $15.35 per hour with benefits available.

About Us

Join the Amazon Fresh team in Northridge. Amazon Fresh is a new grocery store designed from the ground up to offer a

seamless grocery shopping experience, whether customers are shopping in store or online.

Learn more about Amazon Fresh: amazon.com/freshstores



As an Associate, will contribute to a team culture based on customer obsession, trust, respect, integrity, continuous learning, and fun. You enjoy learning new things and are committed to delighting our customers. You have a strong attention to detail and follow standard processes while identifying opportunities for improvement. You are flexible while working in a dynamic environment, prioritizing tasks as needed. You adhere to and maintain regular and punctual attendance, safety, and quality standards.

We offer Associate opportunities in two main areas of our grocery store, Grocery and Food Services. As a Grocery Associate, you will be the face of Amazon and will contribute to a vibrant store team. As a Food Service Associate, you will contribute to a vibrant kitchen team.

As you complete your application for this job, you will be able to select your preferences for the area(s) of our grocery store you are interested in for employment.



For any of our Associate positions:















- Amazon Retail LLC

Job ID: AOL664"
Amazon,"Amazon Fresh Store Associate - Long Beach, CA (Flex-Time Only)","About the job
Description

Pay starts at $15.35 per hour with benefits available.

About Us

Join the Amazon Fresh team in Long Beach. Amazon Fresh is a new grocery store designed from the ground up to offer a

seamless grocery shopping experience, whether customers are shopping in store or online.

Learn more about Amazon Fresh: amazon.com/freshstores



As an Associate, will contribute to a team culture based on customer obsession, trust, respect, integrity, continuous learning, and fun. You enjoy learning new things and are committed to delighting our customers. You have a strong attention to detail and follow standard processes while identifying opportunities for improvement. You are flexible while working in a dynamic environment, prioritizing tasks as needed. You adhere to and maintain regular and punctual attendance, safety, and quality standards.

We offer Associate opportunities in two main areas of our grocery store, Grocery and Food Services. As a Grocery Associate, you will be the face of Amazon and will contribute to a vibrant store team. As a Food Service Associate, you will contribute to a vibrant kitchen team.

As you complete your application for this job, you will be able to select your preferences for the area(s) of our grocery store you are interested in for employment.



For any of our Associate positions:















- Amazon Retail LLC

Job ID: AOL1173"
Amazon,"Amazon Fresh Overnight Kitchen and Produce Associate - Bellevue, WA","About the job
Description

Amazon Fresh is a new grocery store offering a seamless grocery shopping experience. Customers will find a wide assortment of national brands and high-quality produce, meat, and seafood. Our culinary team offers customers a range of delicious prepared foods made fresh in store, every day. Amazon Fresh stores use cutting edge technology to make grocery shopping more convenient for customers, including the Amazon Dash Cart and Just Walk Out technology, allowing customers to skip the checkout line.

Amazon is ranked among the best workplaces in the world for several reasons. Every day we strive to be Earth’s Best Employer and most customer centric company. Because of this, Fresh Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s grocery shopping adventure. If you have a passion for baking delicious items and prepping the kitchen for store opening, this is the job for you!



As an Overnight Associate, you get to delight customers by prepping and cooking delectable food items that will be enjoyed later that day.









Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2462"
Amazon,"Amazon Fresh Overnight Grocery Associate - Bellevue, WA","About the job
Description

Amazon Fresh is a new grocery store offering a seamless grocery shopping experience. Customers will find a wide assortment of national brands and high-quality produce, meat, and seafood. Our culinary team offers customers a range of delicious prepared foods made fresh in store, every day. Amazon Fresh stores use cutting edge technology to make grocery shopping more convenient for customers, including the Amazon Dash Cart and Just Walk Out technology, allowing customers to skip the checkout line.

Amazon is ranked among the best workplaces in the world for several reasons. Every day we strive to be Earth’s Best Employer and most customer centric company. Because of this, Fresh Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s grocery shopping adventure. If you have a passion for working behind the scenes to ensure customers walk in to a fully stocked store that will WOW them, this is the job for you!

As an Overnight Grocery Associate, you get to delight customers by prepping and restocking the store! Some responsibilities may include:









Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2434"
Amazon,"Amazon Fresh Grocery Associate - Woodland Hills, Ca","About the job
Description

Amazon Fresh is a new grocery store offering a seamless grocery shopping experience. Customers will find a wide assortment of national brands and high-quality produce, meat, and seafood. Our culinary team offers customers a range of delicious prepared foods made fresh in store, every day. Amazon Fresh stores use cutting edge technology to make grocery shopping more convenient for customers, including the Amazon Dash Cart and Just Walk Out technology, allowing customers to skip the checkout line.

Amazon is ranked among the best workplaces in the world for several reasons. Everyday we strive to be Earth’s Best Employer and most customer centric company. Because of this, Fresh Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s grocery shopping adventure. If you have a passion for putting a smile on someone’s face and want to be part of a tech-forward unique grocery experience, this is the job for you!

As a Grocery Associate, you get to delight customers by providing friendly, fast and energetic service! Some responsibilities may include:









Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2507"
Amazon,"Market Manager - Devices (East Bay, CA), California","About the job
Job Summary

DESCRIPTION

Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. Amazon strives to be Earth’s most customer-centric company, Earth’s best employer, and Earth’s safest place to work. The devices business is one of the most innovative and fastest growing at Amazon, and every day, we invent on behalf of our customers, partners, and communities.

As a part of the Offline Marketing and Sales team, you will support a variety of products and services, including Echo, Ring, Amazon Smart Fire TV & Streaming Media Players, Fire Tablets, Kindle eReaders, Blink, eero, and more. Our customers inspire us, and they’ve been at the heart of how we invent and evolve our products, services, displays, customer experiences and more. You will be the face of Amazon in offline retail accounts for both staff and customers, and as a team we strive to provide the best customer experience possible.

As a Market Manager, you will own a territory of offline retail stores, managing the Amazon in-store experience and merchandising. You serve as the Amazon expert, relying heavily on your ability to influence without authority to drive project deliverables. You will execute and manage in-store product transitions and retailer communications, while collecting market insights. You will train sales associates and support staff on Amazon Devices & Services, positively impacting the customer experience and indirectly impacting sales and advocacy metrics for your territory. You May be asked to participate in overnight travel in order to execute store visits in neighboring markets, and for team meetings (conferences, trainings, team building events, etc.)

Market Managers must be able to work flexible hours, including nights and weekends, 40 hours per week.

Key job responsibilities



A day in the life

Market Managers rely heavily on influence without authority to drive project deliverables, improve brand advocacy, and improve the customer experience at retail stores. They foster relationships with key internal and external stakeholders at the market and district level. They serve as the Amazon, Ring, eero, and Blink product and services expert, facilitating group training events for sales associates on how to sell Amazon’s wide portfolio of devices and services. Market Managers work closely with retail partners and customers to gather insights in order to improve products and services and drive decisions at the corporate level. They ensure the Amazon in-store experience and merchandising is implemented to standard across retailers for all Amazon, Ring, eero, and Blink devices and services.



The Amazon Offline Sales & Marketing team is responsible for selling Amazon devices into physical retailers across the United States and Canada. Market Managers lead sales and marketing initiatives for Amazon and its branded products in retail locations. They are responsible for the in-store experience, fostering relationships, training at the store/district level, and promoting Amazon and its brands through customer interactions. Market Managers are focused on increasing sales of Amazon and its branded products in retail stores and educating store associates and consumers on the value of Amazon devices, accessories and Amazon in general.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


- Amazon.com Services LLC

Job ID: A2148247"
Amazon,IT Support Associate II,"About the job
Job Summary

DESCRIPTION

About OpsTech IT

Operations is at the heart of Amazon’s business. We are known for our speed, accuracy, and exceptional service. Our buildings deliver tens of thousands of products to hundreds of countries worldwide, every day. OpsTech IT provides nonstop global IT support to Amazon Operations as a vital piece to the puzzle. We are looking for self-motivated individuals to take on new challenges and motivate teams in fostering solutions to the hurdles we face. Together, we take ownership for what we do — whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations facility, or delighting our customers by delivering packages directly to them.



As an IT Support Associate II, you will use your skills to support the operations team in resolving technical problems within an Amazon Operations facility that span across a multitude of technical disciplines. We are committed to improvement; you will be encouraged to participate in career development opportunities as presented to progress your career at Amazon.

What Do We Offer?

Amazon offers competitive compensation packages including comprehensive healthcare benefits starting on Day 1, matching 401(k) program, and up to 20 weeks of paid parental leave. But wait there’s more: we don’t wear suits and ties! Come as you are because jeans, t-shirts, sneakers and sometimes a neon safety vest will be your daily outfit.






1+ years of experience supporting Windows, Mac and/or Linux Operating systems in a corporate setting

High school or equivalent diploma



Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2148972"
Amazon,"Amazon Fresh Overnight Meat, Seafood and Produce Associate - Federal Way, WA","About the job
Description

Amazon Fresh is a new grocery store offering a seamless grocery shopping experience. Customers will find a wide assortment of national brands and high-quality produce, meat, and seafood. Our culinary team offers customers a range of delicious prepared foods made fresh in store, every day. Amazon Fresh stores use cutting edge technology to make grocery shopping more convenient for customers, including the Amazon Dash Cart and Just Walk Out technology, allowing customers to skip the checkout line.

Amazon is ranked among the best workplaces in the world for several reasons. Every day we strive to be Earth’s Best Employer and most customer centric company. Because of this, Fresh Associates strive to create an easy and friendly shopping experience, acting as a guide along a customer’s grocery shopping adventure. If you have a passion for putting a smile on someone’s face and want to be part of a tech-forward unique grocery experience, this is the job for you!



As an Overnight Meat, Seafood and Produce Associate, you get to delight customers by providing a WOW experience in our Meat, Seafood and Produce Departments! Some responsibilities may include:







Many of our jobs come with great benefits – including healthcare, parental leave, ways to save for the future, and opportunities for career advancement – all in a safe and inclusive environment ranked among the best workplaces in the world. Some offerings are dependent upon the role, work schedule, or location, and can include the following:



https://hiring.amazon.com/why-amazon/benefits#/

The above job description describes the essential responsibilities for the position and is not a complete list of all required duties. As need shifts throughout the store, associates could be asked to cross train for other departments.









- Amazon Retail LLC

Job ID: AOL2239"
